Imagen|Piezas del Vehículo|Tipos de Daño|Sugerencia
972.jpg|['Guardabarros trasero derecho']|['Rayón']|['Reparar']
973.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
974.jpg|['Luz trasera derecho']|['Rotura']|['Reemplazar']
975.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
976.jpg|['Guardabarros delantero derecho ', 'Puerta delantera derecha', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Abolladura']|['Reparar', 'Reparar', 'Reparar']
977.jpg|['Guardabarros trasero derecho', 'Luz trasera derecho']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
978.jpg|['Guardabarros trasero derecho', 'Puerta trasera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
979.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
98.jpg|['Puerta trasera derecha', 'Guardabarros delantero derecho ']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
980.jpg|['Guardabarros trasero izquierdo', 'Parabrisas trasero']|['Abolladura', 'Rotura']|['Reparar', 'Reparar']
981.jpg|['Rejilla, parrilla', 'Parachoques delantero', 'Capó ', 'Guardabarros delantero derecho ', 'Faros derecho']|['Abolladura', 'Deformación', 'Deformación', 'Deformación', 'Rotura']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
982.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
983.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
984.jpg|['Rueda ']|['Rotura']|['Reparar']
985.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
986.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
987.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
988.jpg|['Parachoques delantero']|['Rotura']|['Reemplazar']
989.jpg|['Parachoques delantero']|['Abolladura']|['Reemplazar']
99.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
990.jpg|['Ventanilla delantera izquierda']|['Rotura']|['Reemplazar']
991.jpg|['Parachoques trasero']|['Rayón']|['Reemplazar']
992.jpg|['Puerta trasera izquierda']|['Abolladura']|['Reparar']
993.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
994.jpg|['Parachoques delantero']|['Rotura']|['Reparar']
995.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
996.jpg|['Parachoques delantero', 'Parabrisas delantero']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
997.jpg|['Guardabarros trasero derecho']|['Abolladura']|['Reparar']
998.jpg|['Puerta delantera derecha']|['Abolladura']|['Reparar']
999.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
